age,workclass,fnlwgt,education,martial-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
30s,Private,17.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,7.0,0.0,60.0,United-States,more-than-50K
50s,Self-emp-not-inc,9.0,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
60s,Private,11.0,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Local-gov,15.0,HS-grad,Separated,Exec-managerial,Unmarried,White,Male,0.0,0.0,40.0,United-States,less-than-50K
teens(10-20),Private,1.0,Some-college,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,25.0,United-States,less-than-50K
40s,State-gov,9.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,7.0,0.0,40.0,United-States,more-than-50K
30s,Private,17.0,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,45.0,United-States,less-than-50K
20s,Private,17.0,Some-college,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,50.0,United-States,less-than-50K
30s,State-gov,14.0,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,8.0,Assoc-voc,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,32.0,United-States,less-than-50K
40s,Private,10.0,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,3.0,0.0,40.0,United-States,less-than-50K
30s,Private,16.0,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,36.0,Mexico,less-than-50K
20s,Private,15.0,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,less-than-50K
30s,Local-gov,17.0,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,59.0,United-States,less-than-50K
50s,Private,22.0,Masters,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Self-emp-inc,14.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,less-than-50K
20s,Private,8.0,Some-college,Never-married,Transport-moving,Own-child,White,Female,0.0,0.0,40.0,United-States,less-than-50K
50s,Self-emp-not-inc,18.0,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,50.0,United-States,more-than-50K
teens(10-20),Private,6.0,10th,Never-married,Sales,Own-child,White,Female,0.0,0.0,15.0,United-States,less-than-50K
30s,Private,10.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,5.0,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,less-than-50K
50s,Private,4.0,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,38.0,United-States,less-than-50K
50s,Private,4.0,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
30s,Private,11.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
60s,Self-emp-not-inc,9.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,32.0,United-States,less-than-50K
50s,Private,7.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
40s,unknown,8.0,Bachelors,Divorced,unknown,Not-in-family,White,Female,0.0,0.0,50.0,United-States,less-than-50K
20s,Self-emp-inc,10.0,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,less-than-50K
20s,Private,8.0,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,43.0,United-States,less-than-50K
40s,Private,10.0,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,more-than-50K
20s,Private,12.0,10th,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,Mexico,less-than-50K
50s,Private,10.0,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United-States,less-than-50K
40s,Private,5.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
30s,Private,11.0,Preschool,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,Mexico,less-than-50K
50s,Private,8.0,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Italy,less-than-50K
50s,Self-emp-not-inc,2.0,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,15.0,0.0,55.0,El-Salvador,more-than-50K
30s,Local-gov,9.0,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,50.0,United-States,less-than-50K
40s,Private,2.0,Assoc-voc,Divorced,Sales,Own-child,White,Male,0.0,0.0,50.0,United-States,less-than-50K
30s,Private,5.0,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,7.0,0.0,40.0,United-States,more-than-50K
20s,State-gov,7.0,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,less-than-50K
teens(10-20),unknown,6.0,HS-grad,Never-married,unknown,Other-relative,Other,Female,0.0,0.0,12.0,United-States,less-than-50K
40s,Local-gov,12.0,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,12.0,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,unknown,5.0,Some-college,Never-married,unknown,Own-child,White,Female,0.0,0.0,20.0,United-States,less-than-50K
20s,Private,7.0,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,25.0,United-States,less-than-50K
30s,Private,23.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,unknown,17.0,HS-grad,Never-married,unknown,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,18.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
50s,Private,9.0,7th-8th,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,20.0,unknown,less-than-50K
30s,Private,16.0,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,55.0,United-States,less-than-50K
teens(10-20),Self-emp-inc,12.0,11th,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,20.0,United-States,less-than-50K
30s,Private,10.0,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,7.0,0.0,50.0,United-States,more-than-50K
20s,Local-gov,11.0,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,4.0,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,more-than-50K
50s,Private,8.0,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Local-gov,5.0,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,20.0,United-States,more-than-50K
50s,Private,20.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,less-than-50K
60s,Private,9.0,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,9.0,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
20s,Private,10.0,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,less-than-50K
teens(10-20),Private,2.0,Some-college,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20.0,United-States,less-than-50K
40s,Local-gov,5.0,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,48.0,United-States,less-than-50K
30s,Private,5.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
teens(10-20),Private,15.0,11th,Never-married,Sales,Own-child,White,Male,0.0,0.0,35.0,United-States,less-than-50K
40s,Private,25.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,4.0,0.0,40.0,United-States,more-than-50K
30s,Private,17.0,Bachelors,Never-married,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,more-than-50K
40s,State-gov,5.0,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,38.0,United-States,less-than-50K
50s,Private,7.0,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,7.0,0.0,40.0,United-States,more-than-50K
30s,Private,11.0,7th-8th,Never-married,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,30.0,Portugal,less-than-50K
20s,Private,1.0,HS-grad,Divorced,Sales,Unmarried,White,Female,0.0,0.0,37.0,United-States,less-than-50K
40s,Private,5.0,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,England,less-than-50K
40s,Private,10.0,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,0.0,0.0,40.0,unknown,less-than-50K
50s,Private,17.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
30s,unknown,9.0,HS-grad,Never-married,unknown,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,2.0,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,5.0,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,16.0,50.0,United-States,less-than-50K
30s,Private,8.0,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,more-than-50K
60s,Private,4.0,9th,Married-civ-spouse,Other-service,Husband,White,Male,1.0,0.0,35.0,United-States,less-than-50K
30s,Private,16.0,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,3.0,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,7.0,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,16.0,United-States,more-than-50K
20s,Private,2.0,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,more-than-50K
20s,Private,9.0,Some-college,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,40.0,unknown,less-than-50K
teens(10-20),Private,6.0,11th,Never-married,Other-service,Other-relative,Black,Male,0.0,0.0,15.0,United-States,less-than-50K
30s,Self-emp-not-inc,8.0,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,more-than-50K
20s,Private,6.0,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
20s,Private,6.0,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,5.0,0.0,40.0,United-States,less-than-50K
40s,Private,17.0,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,14.0,Bachelors,Never-married,Prof-specialty,Unmarried,White,Female,0.0,0.0,36.0,United-States,less-than-50K
40s,Private,28.0,Prof-school,Married-civ-spouse,Craft-repair,Husband,White,Male,5.0,0.0,40.0,Mexico,more-than-50K
40s,Private,15.0,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0.0,6.0,52.0,United-States,less-than-50K
30s,Private,6.0,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Self-emp-not-inc,3.0,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Self-emp-not-inc,10.0,Some-college,Divorced,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Local-gov,5.0,Masters,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,13.0,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
teens(10-20),Private,4.0,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,less-than-50K
50s,Private,13.0,HS-grad,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,38.0,United-States,less-than-50K
50s,Private,18.0,9th,Divorced,Craft-repair,Unmarried,White,Female,0.0,0.0,40.0,Cuba,less-than-50K
20s,Private,7.0,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,10.0,Some-college,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,more-than-50K
30s,Private,3.0,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,45.0,United-States,less-than-50K
60s,Self-emp-not-inc,9.0,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,more-than-50K
teens(10-20),unknown,9.0,Some-college,Never-married,unknown,Own-child,White,Female,0.0,0.0,25.0,United-States,less-than-50K
40s,Private,11.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,more-than-50K
50s,Local-gov,9.0,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
50s,Private,2.0,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,11.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,less-than-50K
50s,Federal-gov,5.0,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,36.0,United-States,less-than-50K
40s,Self-emp-not-inc,10.0,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,65.0,United-States,less-than-50K
50s,Private,16.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,15.0,0.0,45.0,United-States,more-than-50K
20s,Private,9.0,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,20.0,United-States,less-than-50K
30s,Private,2.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,55.0,United-States,less-than-50K
20s,Private,18.0,Some-college,Never-married,Adm-clerical,Own-child,Black,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,5.0,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
teens(10-20),Private,13.0,10th,Never-married,Other-service,Own-child,White,Male,0.0,0.0,24.0,United-States,less-than-50K
40s,Private,5.0,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,9.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
30s,unknown,14.0,HS-grad,Divorced,unknown,Unmarried,White,Female,0.0,0.0,28.0,United-States,less-than-50K
30s,Private,6.0,10th,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,44.0,unknown,less-than-50K
60s,Private,11.0,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,Cuba,less-than-50K
20s,Private,15.0,Some-college,Never-married,Other-service,Own-child,White,Male,0.0,0.0,25.0,United-States,less-than-50K
teens(10-20),Private,8.0,HS-grad,Never-married,Other-service,Other-relative,Black,Male,0.0,0.0,36.0,United-States,less-than-50K
40s,State-gov,9.0,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
80s,Self-emp-not-inc,6.0,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,20.0,United-States,less-than-50K
30s,Self-emp-inc,10.0,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
40s,Private,17.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
30s,Private,8.0,Masters,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
30s,Self-emp-not-inc,9.0,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,less-than-50K
40s,Private,4.0,Bachelors,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,35.0,United-States,less-than-50K
40s,Local-gov,5.0,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,19.0,40.0,United-States,more-than-50K
30s,Local-gov,2.0,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,35.0,United-States,less-than-50K
20s,Private,7.0,Some-college,Separated,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,6.0,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Female,0.0,0.0,16.0,United-States,less-than-50K
50s,Private,9.0,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,43.0,United-States,less-than-50K
30s,Self-emp-not-inc,9.0,HS-grad,Never-married,Sales,Unmarried,Black,Female,0.0,0.0,42.0,United-States,less-than-50K
20s,Private,12.0,Bachelors,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Local-gov,9.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,3.0,Some-college,Never-married,Sales,Not-in-family,Black,Male,0.0,0.0,40.0,Jamaica,less-than-50K
50s,Private,9.0,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,19.0,44.0,United-States,more-than-50K
30s,Private,3.0,12th,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,3.0,Assoc-voc,Never-married,Sales,Unmarried,White,Female,0.0,0.0,60.0,United-States,less-than-50K
teens(10-20),unknown,10.0,11th,Never-married,unknown,Not-in-family,Other,Female,0.0,0.0,20.0,United-States,less-than-50K
60s,Self-emp-not-inc,5.0,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,3.0,0.0,16.0,United-States,less-than-50K
40s,Private,4.0,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,50.0,United-States,less-than-50K
20s,Local-gov,6.0,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,50.0,United-States,less-than-50K
50s,Private,7.0,Bachelors,Divorced,Exec-managerial,Not-in-family,Black,Male,10.0,0.0,40.0,United-States,more-than-50K
30s,Self-emp-inc,5.0,HS-grad,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,60.0,United-States,less-than-50K
40s,Self-emp-inc,10.0,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,15.0,0.0,40.0,United-States,more-than-50K
50s,Private,2.0,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,32.0,United-States,less-than-50K
50s,Private,1.0,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,38.0,United-States,less-than-50K
50s,Self-emp-not-inc,7.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,less-than-50K
30s,Private,7.0,Some-college,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,13.0,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,12.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,14.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
20s,Private,29.0,HS-grad,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,11.0,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Mexico,less-than-50K
50s,Private,25.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,52.0,United-States,less-than-50K
teens(10-20),unknown,1.0,HS-grad,Never-married,unknown,Own-child,White,Female,1.0,0.0,12.0,United-States,less-than-50K
teens(10-20),unknown,18.0,7th-8th,Never-married,unknown,Not-in-family,White,Male,0.0,0.0,40.0,Mexico,less-than-50K
60s,State-gov,11.0,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,23.0,60.0,United-States,more-than-50K
40s,Private,16.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,19.0,40.0,United-States,more-than-50K
teens(10-20),Private,5.0,11th,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20.0,United-States,less-than-50K
50s,State-gov,2.0,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,7.0,0.0,50.0,United-States,more-than-50K
30s,Self-emp-inc,19.0,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,99.0,United-States,more-than-50K
