sex,age,race,d,e,f,g,h,i,j,k,l,label
male,45+,caucasian,0.0,4.0,1.0,1.0,0.0,0.0,4.0,2.0,1.0,low-recid-risk
male,45+,non-caucasian,0.0,4.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,high-recid-risk
male,45+,caucasian,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,0-25,caucasian,0.0,5.0,3.0,0.0,1.0,1.0,5.0,4.0,3.0,high-recid-risk
male,25-45,non-caucasian,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,low-recid-risk
male,25-45,non-caucasian,0.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,low-recid-risk
female,25-45,non-caucasian,0.0,7.0,10.0,0.0,1.0,0.0,7.0,4.0,10.0,high-recid-risk
male,25-45,non-caucasian,0.0,8.0,10.0,0.0,1.0,1.0,8.0,3.0,10.0,high-recid-risk
male,25-45,non-caucasian,0.0,6.0,6.0,1.0,1.0,0.0,6.0,4.0,6.0,high-recid-risk
male,45+,non-caucasian,0.0,5.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,low-recid-risk
male,25-45,non-caucasian,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,low-recid-risk
male,45+,caucasian,0.0,3.0,3.0,0.0,1.0,0.0,3.0,1.0,3.0,high-recid-risk
male,45+,caucasian,0.0,6.0,10.0,1.0,0.0,0.0,6.0,5.0,10.0,low-recid-risk
male,25-45,non-caucasian,0.0,9.0,1.0,1.0,1.0,0.0,9.0,7.0,1.0,high-recid-risk
male,45+,non-caucasian,1.0,7.0,10.0,1.0,1.0,0.0,7.0,6.0,10.0,high-recid-risk
male,25-45,non-caucasian,0.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,low-recid-risk
male,25-45,caucasian,0.0,8.0,10.0,1.0,1.0,0.0,8.0,2.0,10.0,high-recid-risk
male,25-45,non-caucasian,0.0,2.0,4.0,1.0,0.0,0.0,2.0,2.0,4.0,low-recid-risk
female,45+,caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,25-45,non-caucasian,0.0,10.0,3.0,0.0,1.0,0.0,10.0,9.0,3.0,low-recid-risk
male,0-25,non-caucasian,0.0,7.0,1.0,1.0,1.0,0.0,7.0,6.0,1.0,high-recid-risk
male,45+,caucasian,0.0,7.0,0.0,1.0,0.0,0.0,7.0,2.0,0.0,low-recid-risk
male,25-45,caucasian,3.0,7.0,16.0,0.0,0.0,0.0,7.0,3.0,16.0,low-recid-risk
male,0-25,non-caucasian,0.0,6.0,4.0,1.0,1.0,1.0,6.0,6.0,4.0,high-recid-risk
male,0-25,non-caucasian,0.0,7.0,0.0,1.0,1.0,0.0,7.0,7.0,0.0,high-recid-risk
male,45+,caucasian,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
female,25-45,caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,25-45,caucasian,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,low-recid-risk
female,0-25,non-caucasian,0.0,4.0,2.0,1.0,0.0,0.0,4.0,4.0,2.0,low-recid-risk
female,45+,non-caucasian,0.0,6.0,7.0,1.0,0.0,0.0,6.0,1.0,7.0,low-recid-risk
male,25-45,non-caucasian,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,low-recid-risk
male,25-45,caucasian,0.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,low-recid-risk
male,25-45,non-caucasian,0.0,4.0,3.0,1.0,1.0,0.0,4.0,2.0,3.0,high-recid-risk
male,0-25,non-caucasian,0.0,6.0,1.0,1.0,1.0,0.0,6.0,5.0,1.0,high-recid-risk
male,25-45,caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,low-recid-risk
male,25-45,caucasian,0.0,7.0,11.0,1.0,1.0,0.0,7.0,9.0,11.0,high-recid-risk
male,0-25,non-caucasian,0.0,3.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,low-recid-risk
male,45+,non-caucasian,0.0,6.0,10.0,1.0,1.0,0.0,6.0,3.0,10.0,high-recid-risk
male,25-45,non-caucasian,0.0,8.0,4.0,1.0,1.0,1.0,8.0,6.0,4.0,high-recid-risk
male,25-45,non-caucasian,0.0,4.0,1.0,1.0,1.0,0.0,4.0,2.0,1.0,high-recid-risk
male,25-45,non-caucasian,0.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,low-recid-risk
male,45+,non-caucasian,0.0,4.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,low-recid-risk
male,0-25,non-caucasian,0.0,9.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,low-recid-risk
female,25-45,non-caucasian,0.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,low-recid-risk
male,45+,non-caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,45+,caucasian,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,low-recid-risk
male,45+,non-caucasian,0.0,3.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,low-recid-risk
male,45+,non-caucasian,0.0,6.0,16.0,1.0,1.0,0.0,6.0,3.0,16.0,high-recid-risk
male,25-45,non-caucasian,0.0,7.0,4.0,1.0,0.0,0.0,7.0,9.0,4.0,low-recid-risk
male,25-45,non-caucasian,0.0,6.0,8.0,1.0,1.0,0.0,6.0,5.0,8.0,low-recid-risk
female,25-45,non-caucasian,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,low-recid-risk
male,25-45,non-caucasian,0.0,5.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,low-recid-risk
male,25-45,non-caucasian,0.0,5.0,4.0,0.0,0.0,0.0,5.0,2.0,4.0,low-recid-risk
female,25-45,caucasian,0.0,7.0,12.0,1.0,1.0,1.0,7.0,5.0,12.0,high-recid-risk
male,25-45,caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,25-45,non-caucasian,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
female,25-45,non-caucasian,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,low-recid-risk
male,25-45,non-caucasian,0.0,6.0,9.0,1.0,1.0,1.0,6.0,9.0,9.0,high-recid-risk
male,45+,non-caucasian,0.0,5.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,low-recid-risk
male,25-45,caucasian,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,low-recid-risk
female,45+,caucasian,0.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,high-recid-risk
female,45+,non-caucasian,0.0,9.0,8.0,1.0,0.0,0.0,9.0,7.0,8.0,low-recid-risk
male,25-45,non-caucasian,0.0,7.0,5.0,1.0,1.0,1.0,7.0,7.0,5.0,high-recid-risk
male,25-45,non-caucasian,0.0,9.0,1.0,0.0,1.0,1.0,9.0,6.0,1.0,high-recid-risk
male,45+,non-caucasian,0.0,1.0,13.0,1.0,1.0,0.0,1.0,1.0,13.0,high-recid-risk
male,0-25,non-caucasian,0.0,9.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,high-recid-risk
male,25-45,non-caucasian,0.0,2.0,8.0,1.0,1.0,0.0,2.0,4.0,8.0,high-recid-risk
male,0-25,non-caucasian,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,low-recid-risk
male,0-25,non-caucasian,0.0,9.0,1.0,1.0,1.0,0.0,9.0,8.0,1.0,low-recid-risk
male,45+,caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,low-recid-risk
male,45+,caucasian,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,25-45,caucasian,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,low-recid-risk
male,0-25,non-caucasian,0.0,4.0,1.0,1.0,1.0,0.0,4.0,6.0,1.0,high-recid-risk
male,45+,non-caucasian,0.0,4.0,30.0,1.0,0.0,0.0,4.0,2.0,30.0,low-recid-risk
male,45+,caucasian,0.0,8.0,5.0,1.0,1.0,0.0,8.0,3.0,5.0,high-recid-risk
male,45+,caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
female,25-45,non-caucasian,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,45+,caucasian,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,low-recid-risk
female,25-45,non-caucasian,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,low-recid-risk
female,25-45,non-caucasian,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,0-25,non-caucasian,1.0,7.0,1.0,1.0,1.0,0.0,7.0,9.0,1.0,high-recid-risk
male,25-45,caucasian,0.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,high-recid-risk
male,45+,non-caucasian,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,low-recid-risk
male,25-45,non-caucasian,0.0,6.0,1.0,1.0,1.0,0.0,6.0,5.0,1.0,high-recid-risk
male,45+,caucasian,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,low-recid-risk
male,45+,non-caucasian,0.0,7.0,4.0,1.0,0.0,0.0,7.0,1.0,4.0,low-recid-risk
male,0-25,non-caucasian,0.0,9.0,2.0,1.0,0.0,0.0,9.0,9.0,2.0,low-recid-risk
male,45+,caucasian,0.0,9.0,33.0,1.0,1.0,0.0,9.0,3.0,33.0,high-recid-risk
female,45+,caucasian,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,low-recid-risk
male,0-25,non-caucasian,0.0,7.0,1.0,0.0,1.0,0.0,7.0,6.0,1.0,high-recid-risk
male,25-45,non-caucasian,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,low-recid-risk
male,0-25,non-caucasian,0.0,8.0,4.0,1.0,1.0,0.0,8.0,5.0,4.0,high-recid-risk
female,25-45,non-caucasian,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,45+,non-caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,25-45,non-caucasian,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,0-25,non-caucasian,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,high-recid-risk
male,25-45,non-caucasian,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,low-recid-risk
male,25-45,caucasian,0.0,2.0,4.0,1.0,0.0,0.0,2.0,3.0,4.0,low-recid-risk
female,25-45,caucasian,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,low-recid-risk
male,25-45,caucasian,0.0,9.0,14.0,1.0,0.0,0.0,9.0,3.0,14.0,low-recid-risk
male,45+,caucasian,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,low-recid-risk
female,0-25,non-caucasian,0.0,4.0,2.0,1.0,0.0,0.0,4.0,5.0,2.0,low-recid-risk
male,25-45,non-caucasian,0.0,5.0,15.0,1.0,0.0,0.0,5.0,1.0,15.0,low-recid-risk
male,25-45,non-caucasian,0.0,8.0,6.0,1.0,1.0,0.0,8.0,6.0,6.0,high-recid-risk
male,0-25,non-caucasian,0.0,4.0,1.0,1.0,0.0,0.0,4.0,6.0,1.0,low-recid-risk
male,45+,non-caucasian,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,low-recid-risk
male,25-45,caucasian,0.0,6.0,2.0,1.0,1.0,0.0,6.0,3.0,2.0,high-recid-risk
male,25-45,caucasian,0.0,6.0,1.0,0.0,0.0,0.0,6.0,4.0,1.0,low-recid-risk
male,25-45,non-caucasian,0.0,8.0,1.0,1.0,1.0,0.0,8.0,3.0,1.0,high-recid-risk
male,25-45,non-caucasian,2.0,10.0,18.0,0.0,1.0,0.0,10.0,8.0,18.0,high-recid-risk
male,0-25,non-caucasian,0.0,6.0,1.0,1.0,1.0,0.0,6.0,4.0,1.0,high-recid-risk
male,25-45,caucasian,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,high-recid-risk
male,45+,non-caucasian,0.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,low-recid-risk
female,25-45,non-caucasian,0.0,8.0,14.0,1.0,0.0,0.0,8.0,8.0,14.0,low-recid-risk
male,25-45,non-caucasian,0.0,5.0,7.0,1.0,1.0,1.0,5.0,1.0,7.0,high-recid-risk
male,25-45,non-caucasian,0.0,9.0,20.0,1.0,1.0,0.0,9.0,6.0,20.0,high-recid-risk
male,25-45,caucasian,0.0,9.0,0.0,1.0,1.0,0.0,9.0,3.0,0.0,high-recid-risk
male,0-25,caucasian,0.0,2.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,high-recid-risk
male,25-45,caucasian,0.0,5.0,2.0,1.0,1.0,0.0,5.0,7.0,2.0,high-recid-risk
female,25-45,non-caucasian,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,low-recid-risk
male,45+,caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,25-45,non-caucasian,0.0,9.0,5.0,1.0,1.0,0.0,9.0,9.0,5.0,high-recid-risk
male,0-25,caucasian,0.0,5.0,3.0,1.0,1.0,0.0,5.0,4.0,3.0,high-recid-risk
male,0-25,non-caucasian,0.0,7.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,low-recid-risk
male,45+,caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
female,25-45,caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,25-45,caucasian,0.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,high-recid-risk
male,25-45,non-caucasian,0.0,5.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,low-recid-risk
male,0-25,caucasian,0.0,3.0,2.0,0.0,0.0,0.0,3.0,5.0,2.0,low-recid-risk
male,25-45,non-caucasian,0.0,5.0,14.0,1.0,0.0,0.0,5.0,2.0,14.0,low-recid-risk
male,25-45,non-caucasian,0.0,10.0,16.0,1.0,1.0,0.0,10.0,7.0,16.0,high-recid-risk
male,25-45,caucasian,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,0-25,caucasian,0.0,3.0,1.0,0.0,1.0,0.0,3.0,6.0,1.0,low-recid-risk
male,25-45,non-caucasian,0.0,7.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,high-recid-risk
male,25-45,caucasian,0.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,low-recid-risk
male,25-45,caucasian,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,low-recid-risk
male,25-45,caucasian,0.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,low-recid-risk
male,45+,caucasian,0.0,4.0,6.0,1.0,0.0,0.0,4.0,1.0,6.0,low-recid-risk
male,25-45,caucasian,0.0,4.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,high-recid-risk
male,45+,non-caucasian,0.0,7.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,high-recid-risk
male,25-45,non-caucasian,1.0,6.0,7.0,1.0,1.0,0.0,6.0,4.0,7.0,low-recid-risk
male,25-45,non-caucasian,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,low-recid-risk
male,25-45,non-caucasian,0.0,7.0,8.0,1.0,1.0,1.0,7.0,8.0,8.0,high-recid-risk
male,45+,caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,45+,non-caucasian,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,high-recid-risk
male,25-45,non-caucasian,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,low-recid-risk
male,25-45,caucasian,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,high-recid-risk
female,25-45,caucasian,0.0,5.0,1.0,0.0,1.0,0.0,5.0,4.0,1.0,high-recid-risk
male,25-45,caucasian,0.0,4.0,9.0,0.0,1.0,1.0,4.0,3.0,9.0,high-recid-risk
male,45+,non-caucasian,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,high-recid-risk
male,25-45,non-caucasian,0.0,5.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,high-recid-risk
male,25-45,non-caucasian,0.0,4.0,2.0,1.0,0.0,0.0,4.0,4.0,2.0,low-recid-risk
male,0-25,non-caucasian,0.0,10.0,5.0,0.0,1.0,1.0,10.0,9.0,5.0,high-recid-risk
female,0-25,non-caucasian,0.0,8.0,4.0,0.0,1.0,0.0,8.0,8.0,4.0,high-recid-risk
male,0-25,non-caucasian,0.0,4.0,1.0,0.0,0.0,0.0,4.0,6.0,1.0,low-recid-risk
male,25-45,non-caucasian,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,low-recid-risk
female,45+,non-caucasian,0.0,3.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,low-recid-risk
male,25-45,non-caucasian,0.0,5.0,2.0,0.0,1.0,0.0,5.0,4.0,2.0,high-recid-risk
male,45+,non-caucasian,0.0,9.0,6.0,0.0,1.0,0.0,9.0,5.0,6.0,high-recid-risk
male,25-45,caucasian,0.0,6.0,8.0,1.0,1.0,0.0,6.0,5.0,8.0,high-recid-risk
female,25-45,non-caucasian,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,low-recid-risk
male,0-25,caucasian,0.0,8.0,0.0,1.0,1.0,1.0,8.0,7.0,0.0,high-recid-risk
male,45+,non-caucasian,0.0,6.0,1.0,1.0,0.0,0.0,6.0,2.0,1.0,low-recid-risk
female,45+,caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,45+,caucasian,0.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,low-recid-risk
male,45+,non-caucasian,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,low-recid-risk
male,45+,non-caucasian,0.0,3.0,3.0,0.0,1.0,0.0,3.0,1.0,3.0,high-recid-risk
male,25-45,non-caucasian,1.0,10.0,5.0,1.0,0.0,0.0,10.0,10.0,5.0,low-recid-risk
male,45+,caucasian,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,low-recid-risk
male,25-45,non-caucasian,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,low-recid-risk
female,45+,non-caucasian,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,high-recid-risk
male,0-25,non-caucasian,1.0,7.0,2.0,1.0,1.0,0.0,7.0,8.0,2.0,high-recid-risk
male,25-45,non-caucasian,0.0,8.0,5.0,1.0,1.0,0.0,8.0,9.0,5.0,high-recid-risk
male,25-45,non-caucasian,0.0,5.0,4.0,0.0,0.0,0.0,5.0,6.0,4.0,low-recid-risk
male,0-25,non-caucasian,0.0,3.0,1.0,1.0,1.0,0.0,3.0,6.0,1.0,high-recid-risk
male,45+,caucasian,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,low-recid-risk
female,25-45,non-caucasian,1.0,3.0,7.0,1.0,0.0,0.0,3.0,1.0,7.0,low-recid-risk
female,25-45,non-caucasian,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,low-recid-risk
female,25-45,non-caucasian,0.0,6.0,3.0,1.0,1.0,0.0,6.0,4.0,3.0,high-recid-risk
male,25-45,non-caucasian,0.0,3.0,2.0,1.0,1.0,0.0,3.0,3.0,2.0,high-recid-risk
male,45+,caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,25-45,caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,25-45,caucasian,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,low-recid-risk
male,45+,caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,0-25,non-caucasian,0.0,10.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,low-recid-risk
male,45+,non-caucasian,0.0,5.0,22.0,0.0,0.0,0.0,5.0,4.0,22.0,low-recid-risk
male,25-45,non-caucasian,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,low-recid-risk
male,25-45,non-caucasian,0.0,10.0,9.0,1.0,1.0,1.0,10.0,7.0,9.0,high-recid-risk
male,0-25,caucasian,0.0,4.0,1.0,1.0,0.0,0.0,4.0,5.0,1.0,low-recid-risk
male,25-45,caucasian,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,low-recid-risk
male,45+,non-caucasian,0.0,6.0,0.0,1.0,1.0,0.0,6.0,3.0,0.0,high-recid-risk
male,25-45,non-caucasian,0.0,5.0,10.0,1.0,1.0,0.0,5.0,3.0,10.0,high-recid-risk
male,0-25,caucasian,0.0,3.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,low-recid-risk
female,45+,caucasian,0.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,high-recid-risk
male,45+,caucasian,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,high-recid-risk
female,45+,non-caucasian,0.0,2.0,5.0,1.0,0.0,0.0,2.0,1.0,5.0,low-recid-risk
male,25-45,non-caucasian,2.0,3.0,11.0,1.0,0.0,0.0,3.0,1.0,11.0,low-recid-risk
female,0-25,non-caucasian,0.0,8.0,0.0,1.0,1.0,0.0,8.0,7.0,0.0,high-recid-risk
male,0-25,non-caucasian,0.0,7.0,6.0,0.0,1.0,0.0,7.0,7.0,6.0,high-recid-risk
male,25-45,caucasian,0.0,3.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,high-recid-risk
male,45+,caucasian,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,low-recid-risk
male,25-45,non-caucasian,0.0,8.0,11.0,1.0,1.0,0.0,8.0,4.0,11.0,high-recid-risk
male,25-45,caucasian,0.0,4.0,5.0,0.0,0.0,0.0,4.0,4.0,5.0,low-recid-risk
female,25-45,non-caucasian,0.0,9.0,1.0,1.0,1.0,0.0,9.0,3.0,1.0,high-recid-risk
female,45+,non-caucasian,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,low-recid-risk
male,25-45,non-caucasian,0.0,8.0,13.0,1.0,1.0,0.0,8.0,3.0,13.0,high-recid-risk
male,45+,non-caucasian,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,25-45,caucasian,0.0,8.0,13.0,1.0,1.0,0.0,8.0,2.0,13.0,high-recid-risk
male,25-45,non-caucasian,0.0,5.0,5.0,0.0,1.0,0.0,5.0,4.0,5.0,high-recid-risk
male,45+,non-caucasian,0.0,6.0,8.0,1.0,0.0,0.0,6.0,3.0,8.0,low-recid-risk
male,25-45,caucasian,0.0,2.0,4.0,0.0,0.0,0.0,2.0,4.0,4.0,low-recid-risk
male,0-25,non-caucasian,0.0,3.0,0.0,1.0,1.0,0.0,3.0,6.0,0.0,low-recid-risk
male,25-45,non-caucasian,0.0,1.0,8.0,1.0,1.0,0.0,1.0,1.0,8.0,high-recid-risk
male,45+,non-caucasian,0.0,5.0,3.0,1.0,1.0,0.0,5.0,2.0,3.0,high-recid-risk
male,25-45,non-caucasian,0.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,low-recid-risk
female,25-45,non-caucasian,0.0,6.0,13.0,1.0,1.0,0.0,6.0,3.0,13.0,low-recid-risk
male,0-25,non-caucasian,0.0,3.0,0.0,1.0,1.0,0.0,3.0,5.0,0.0,high-recid-risk
male,0-25,non-caucasian,0.0,4.0,0.0,1.0,1.0,0.0,4.0,6.0,0.0,high-recid-risk
male,45+,caucasian,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,low-recid-risk
female,25-45,non-caucasian,0.0,9.0,5.0,1.0,1.0,0.0,9.0,3.0,5.0,high-recid-risk
male,45+,non-caucasian,0.0,5.0,7.0,1.0,1.0,0.0,5.0,1.0,7.0,low-recid-risk
female,0-25,non-caucasian,0.0,6.0,0.0,1.0,0.0,0.0,6.0,8.0,0.0,low-recid-risk
male,25-45,non-caucasian,0.0,10.0,6.0,0.0,1.0,0.0,10.0,5.0,6.0,high-recid-risk
male,25-45,caucasian,0.0,6.0,3.0,1.0,0.0,0.0,6.0,6.0,3.0,low-recid-risk
male,25-45,non-caucasian,1.0,10.0,3.0,1.0,1.0,1.0,10.0,9.0,3.0,high-recid-risk
male,25-45,caucasian,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,low-recid-risk
male,25-45,non-caucasian,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,high-recid-risk
male,25-45,non-caucasian,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,high-recid-risk
male,25-45,non-caucasian,0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,high-recid-risk
male,25-45,non-caucasian,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,low-recid-risk
male,0-25,non-caucasian,1.0,5.0,1.0,1.0,0.0,0.0,5.0,7.0,1.0,low-recid-risk
male,25-45,caucasian,0.0,9.0,3.0,1.0,1.0,0.0,9.0,6.0,3.0,high-recid-risk
male,25-45,caucasian,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,low-recid-risk
male,0-25,non-caucasian,0.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,low-recid-risk
male,25-45,caucasian,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,25-45,non-caucasian,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,low-recid-risk
male,25-45,non-caucasian,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,45+,caucasian,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,low-recid-risk
male,45+,caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
male,45+,non-caucasian,0.0,8.0,14.0,1.0,1.0,0.0,8.0,4.0,14.0,high-recid-risk
male,0-25,non-caucasian,1.0,10.0,1.0,1.0,1.0,0.0,10.0,10.0,1.0,high-recid-risk
male,25-45,caucasian,0.0,7.0,6.0,0.0,0.0,0.0,7.0,3.0,6.0,low-recid-risk
female,45+,caucasian,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,high-recid-risk
male,25-45,non-caucasian,0.0,3.0,7.0,1.0,0.0,0.0,3.0,3.0,7.0,low-recid-risk
male,25-45,caucasian,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,low-recid-risk
male,45+,non-caucasian,0.0,7.0,7.0,1.0,1.0,0.0,7.0,3.0,7.0,high-recid-risk
male,45+,caucasian,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,low-recid-risk
female,0-25,caucasian,0.0,3.0,1.0,1.0,0.0,0.0,3.0,4.0,1.0,low-recid-risk
male,25-45,caucasian,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,low-recid-risk
