checking-account-status,duration-months,credit-history,purpose,credit-amount,saving-account-status,employment-status,disposable-income-percent,sex,other-debts,current-residence-time,property-type,age,installment-plans,housing,num-credit-lines,job-type,num-dependents,telephone,foreigner,label
owe-money,18.0,critical-accounts,furniture,2124.0,<100DM,1-4yr,4.0,female,none,4.0,real-estate,24.0,none,rent,2.0,low-skill-employed,1.0,none,yes,risky
owe-money,12.0,existing-credit-paid-on-time,radio-television,2214.0,<100DM,1-4yr,4.0,male,none,3.0,insurance,24.0,none,own,1.0,unemployed(resident),1.0,none,yes,not-risky
no-account,21.0,critical-accounts,new-car,12680.0,unknown-nosavings,7+yr,4.0,male,none,4.0,unknown,30.0,none,free,1.0,high-skill-employed,1.0,yes,yes,risky
no-account,24.0,critical-accounts,new-car,2463.0,100-500DM,4-7yr,4.0,male,none,3.0,insurance,27.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,12.0,existing-credit-paid-on-time,radio-television,1155.0,<100DM,7+yr,3.0,male,guarantor,3.0,real-estate,40.0,bank,own,2.0,unemployed(resident),1.0,none,yes,not-risky
owe-money,30.0,existing-credit-paid-on-time,furniture,3108.0,<100DM,<1yr,2.0,male,none,4.0,insurance,31.0,none,own,1.0,unemployed(resident),1.0,none,yes,risky
no-account,10.0,existing-credit-paid-on-time,used-car,2901.0,unknown-nosavings,<1yr,1.0,female,none,4.0,real-estate,31.0,none,rent,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,12.0,critical-accounts,furniture,3617.0,<100DM,7+yr,1.0,male,none,4.0,car,28.0,none,rent,3.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,12.0,critical-accounts,radio-television,1655.0,<100DM,7+yr,2.0,male,none,4.0,real-estate,63.0,none,own,2.0,unemployed(resident),1.0,yes,yes,not-risky
owe-money,24.0,existing-credit-paid-on-time,used-car,2812.0,unknown-nosavings,7+yr,2.0,female,none,4.0,real-estate,26.0,none,rent,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,36.0,critical-accounts,education,8065.0,<100DM,1-4yr,3.0,female,none,2.0,unknown,25.0,none,own,2.0,high-skill-employed,1.0,yes,yes,risky
no-account,21.0,critical-accounts,used-car,3275.0,<100DM,7+yr,1.0,male,none,4.0,car,36.0,none,own,1.0,high-skill-employed,1.0,yes,yes,not-risky
no-account,24.0,critical-accounts,radio-television,2223.0,100-500DM,7+yr,4.0,male,none,4.0,insurance,52.0,bank,own,2.0,low-skill-employed,1.0,none,yes,not-risky
200+DM,12.0,critical-accounts,new-car,1480.0,500-1000DM,unemployed,2.0,male,none,4.0,unknown,66.0,bank,free,3.0,unemployed(non-resident),1.0,none,yes,not-risky
owe-money,24.0,existing-credit-paid-on-time,new-car,1371.0,unknown-nosavings,1-4yr,4.0,female,none,4.0,real-estate,25.0,none,rent,1.0,low-skill-employed,1.0,none,yes,risky
no-account,36.0,critical-accounts,new-car,3535.0,<100DM,4-7yr,4.0,male,none,4.0,car,37.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,18.0,existing-credit-paid-on-time,radio-television,3509.0,<100DM,4-7yr,4.0,female,guarantor,1.0,real-estate,25.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,36.0,critical-accounts,used-car,5711.0,1000+DM,7+yr,4.0,male,none,2.0,car,38.0,none,own,2.0,high-skill-employed,1.0,yes,yes,not-risky
0-200DM,18.0,existing-credit-paid-on-time,repairs,3872.0,<100DM,unemployed,2.0,female,none,4.0,car,67.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,39.0,critical-accounts,radio-television,4933.0,<100DM,4-7yr,2.0,male,guarantor,2.0,real-estate,25.0,none,own,2.0,low-skill-employed,1.0,none,yes,risky
no-account,24.0,critical-accounts,new-car,1940.0,1000+DM,7+yr,4.0,male,none,4.0,real-estate,60.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,12.0,all-credit-paid-on-time,retraining,1410.0,<100DM,1-4yr,2.0,male,none,2.0,real-estate,31.0,none,own,1.0,unemployed(resident),1.0,yes,yes,not-risky
0-200DM,12.0,existing-credit-paid-on-time,new-car,836.0,100-500DM,<1yr,4.0,female,none,2.0,insurance,23.0,bank,own,1.0,unemployed(resident),1.0,none,yes,risky
0-200DM,20.0,existing-credit-paid-on-time,used-car,6468.0,unknown-nosavings,unemployed,1.0,male,none,4.0,real-estate,60.0,none,own,1.0,high-skill-employed,1.0,yes,yes,not-risky
0-200DM,18.0,existing-credit-paid-on-time,buisness,1941.0,1000+DM,1-4yr,4.0,male,none,2.0,insurance,35.0,none,own,1.0,unemployed(resident),1.0,yes,yes,not-risky
no-account,22.0,existing-credit-paid-on-time,radio-television,2675.0,500-1000DM,7+yr,3.0,male,none,4.0,car,40.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,48.0,critical-accounts,used-car,2751.0,unknown-nosavings,7+yr,4.0,male,none,3.0,car,38.0,none,own,2.0,low-skill-employed,2.0,yes,yes,not-risky
0-200DM,48.0,day-in-paying-credit,education,6224.0,<100DM,7+yr,4.0,male,none,4.0,unknown,50.0,none,free,1.0,low-skill-employed,1.0,none,yes,risky
owe-money,40.0,critical-accounts,education,5998.0,<100DM,1-4yr,4.0,male,none,3.0,unknown,27.0,bank,own,1.0,low-skill-employed,1.0,yes,yes,risky
0-200DM,21.0,existing-credit-paid-on-time,buisness,1188.0,<100DM,7+yr,2.0,female,none,4.0,insurance,39.0,none,own,1.0,low-skill-employed,2.0,none,yes,risky
no-account,24.0,existing-credit-paid-on-time,used-car,6313.0,unknown-nosavings,7+yr,3.0,male,none,4.0,car,41.0,none,own,1.0,high-skill-employed,2.0,yes,yes,not-risky
no-account,6.0,critical-accounts,furniture,1221.0,unknown-nosavings,1-4yr,1.0,male,none,2.0,insurance,27.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
200+DM,24.0,existing-credit-paid-on-time,furniture,2892.0,<100DM,7+yr,3.0,male,none,4.0,unknown,51.0,none,free,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,24.0,existing-credit-paid-on-time,furniture,3062.0,500-1000DM,7+yr,4.0,male,none,3.0,unknown,32.0,none,rent,1.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,9.0,existing-credit-paid-on-time,furniture,2301.0,100-500DM,<1yr,2.0,female,none,4.0,insurance,22.0,none,rent,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,18.0,existing-credit-paid-on-time,used-car,7511.0,unknown-nosavings,7+yr,1.0,male,none,4.0,insurance,51.0,none,free,1.0,low-skill-employed,2.0,yes,yes,risky
no-account,12.0,critical-accounts,furniture,1258.0,<100DM,<1yr,2.0,female,none,4.0,insurance,22.0,none,rent,2.0,unemployed(resident),1.0,none,yes,not-risky
no-account,24.0,day-in-paying-credit,new-car,717.0,unknown-nosavings,7+yr,4.0,male,none,4.0,car,54.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,9.0,existing-credit-paid-on-time,new-car,1549.0,unknown-nosavings,<1yr,4.0,male,none,2.0,real-estate,35.0,none,own,1.0,unemployed(non-resident),1.0,none,yes,not-risky
no-account,24.0,critical-accounts,education,1597.0,<100DM,7+yr,4.0,male,none,4.0,unknown,54.0,none,free,2.0,low-skill-employed,2.0,none,yes,not-risky
0-200DM,18.0,critical-accounts,radio-television,1795.0,<100DM,7+yr,3.0,female,guarantor,4.0,real-estate,48.0,bank,rent,2.0,unemployed(resident),1.0,yes,yes,not-risky
owe-money,20.0,critical-accounts,furniture,4272.0,<100DM,7+yr,1.0,female,none,4.0,insurance,24.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,12.0,critical-accounts,radio-television,976.0,unknown-nosavings,7+yr,4.0,male,none,4.0,car,35.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,12.0,existing-credit-paid-on-time,new-car,7472.0,unknown-nosavings,unemployed,1.0,female,none,2.0,real-estate,24.0,none,rent,1.0,unemployed(non-resident),1.0,none,yes,not-risky
owe-money,36.0,existing-credit-paid-on-time,new-car,9271.0,<100DM,4-7yr,2.0,male,none,1.0,car,24.0,none,own,1.0,low-skill-employed,1.0,yes,yes,risky
0-200DM,6.0,existing-credit-paid-on-time,radio-television,590.0,<100DM,<1yr,3.0,male,none,3.0,real-estate,26.0,none,own,1.0,unemployed(resident),1.0,none,no,not-risky
no-account,12.0,critical-accounts,radio-television,930.0,unknown-nosavings,7+yr,4.0,male,none,4.0,real-estate,65.0,none,own,4.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,42.0,cur-ank-all-credit-paid-on-time,used-car,9283.0,<100DM,unemployed,1.0,male,none,2.0,unknown,55.0,bank,free,1.0,high-skill-employed,1.0,yes,yes,not-risky
0-200DM,15.0,all-credit-paid-on-time,new-car,1778.0,<100DM,<1yr,2.0,female,none,1.0,real-estate,26.0,none,rent,2.0,unemployed(non-resident),1.0,none,yes,risky
0-200DM,8.0,existing-credit-paid-on-time,buisness,907.0,<100DM,<1yr,3.0,male,none,2.0,real-estate,26.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,6.0,existing-credit-paid-on-time,radio-television,484.0,<100DM,4-7yr,3.0,male,guarantor,3.0,real-estate,28.0,bank,own,1.0,unemployed(resident),1.0,none,yes,not-risky
owe-money,36.0,critical-accounts,used-car,9629.0,<100DM,4-7yr,4.0,male,none,4.0,car,24.0,none,own,2.0,low-skill-employed,1.0,yes,yes,risky
owe-money,48.0,existing-credit-paid-on-time,domestic-appliance,3051.0,<100DM,1-4yr,3.0,male,none,4.0,car,54.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
owe-money,48.0,existing-credit-paid-on-time,new-car,3931.0,<100DM,4-7yr,4.0,male,none,4.0,unknown,46.0,none,free,1.0,low-skill-employed,2.0,none,yes,risky
0-200DM,36.0,day-in-paying-credit,new-car,7432.0,<100DM,1-4yr,2.0,female,none,2.0,insurance,54.0,none,rent,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,6.0,existing-credit-paid-on-time,domestic-appliance,1338.0,500-1000DM,1-4yr,1.0,male,none,4.0,real-estate,62.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,6.0,critical-accounts,radio-television,1554.0,<100DM,4-7yr,1.0,female,none,2.0,car,24.0,none,rent,2.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,36.0,existing-credit-paid-on-time,others,15857.0,<100DM,unemployed,2.0,male,co-applicant,3.0,car,43.0,none,own,1.0,high-skill-employed,1.0,none,yes,not-risky
owe-money,18.0,existing-credit-paid-on-time,radio-television,1345.0,<100DM,1-4yr,4.0,male,none,3.0,real-estate,26.0,bank,own,1.0,low-skill-employed,1.0,none,yes,risky
no-account,12.0,existing-credit-paid-on-time,new-car,1101.0,<100DM,1-4yr,3.0,male,none,2.0,real-estate,27.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
200+DM,12.0,existing-credit-paid-on-time,radio-television,3016.0,<100DM,1-4yr,3.0,male,none,1.0,car,24.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,36.0,existing-credit-paid-on-time,furniture,2712.0,<100DM,7+yr,2.0,male,none,2.0,insurance,41.0,bank,own,1.0,low-skill-employed,2.0,none,yes,risky
owe-money,8.0,critical-accounts,new-car,731.0,<100DM,7+yr,4.0,male,none,4.0,real-estate,47.0,none,own,2.0,unemployed(resident),1.0,none,yes,not-risky
no-account,18.0,critical-accounts,furniture,3780.0,<100DM,<1yr,3.0,male,none,2.0,car,35.0,none,own,2.0,high-skill-employed,1.0,yes,yes,not-risky
owe-money,21.0,critical-accounts,new-car,1602.0,<100DM,7+yr,4.0,male,none,3.0,car,30.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,18.0,critical-accounts,new-car,3966.0,<100DM,7+yr,1.0,female,none,4.0,real-estate,33.0,bank,rent,3.0,low-skill-employed,1.0,yes,yes,risky
no-account,18.0,all-credit-paid-on-time,buisness,4165.0,<100DM,1-4yr,2.0,male,none,2.0,car,36.0,stores,own,2.0,low-skill-employed,2.0,none,yes,risky
owe-money,36.0,existing-credit-paid-on-time,used-car,8335.0,unknown-nosavings,7+yr,3.0,male,none,4.0,unknown,47.0,none,free,1.0,low-skill-employed,1.0,none,yes,risky
0-200DM,48.0,day-in-paying-credit,buisness,6681.0,unknown-nosavings,1-4yr,4.0,male,none,4.0,unknown,38.0,none,free,1.0,low-skill-employed,2.0,yes,yes,not-risky
no-account,24.0,day-in-paying-credit,buisness,2375.0,500-1000DM,1-4yr,4.0,male,none,2.0,car,44.0,none,own,2.0,low-skill-employed,2.0,yes,yes,not-risky
owe-money,18.0,existing-credit-paid-on-time,new-car,1216.0,<100DM,<1yr,4.0,female,none,3.0,car,23.0,none,rent,1.0,low-skill-employed,1.0,yes,yes,risky
owe-money,45.0,all-credit-paid-on-time,buisness,11816.0,<100DM,7+yr,2.0,male,none,4.0,car,29.0,none,rent,2.0,low-skill-employed,1.0,none,yes,risky
0-200DM,24.0,existing-credit-paid-on-time,radio-television,5084.0,unknown-nosavings,7+yr,2.0,female,none,4.0,car,42.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
200+DM,15.0,existing-credit-paid-on-time,radio-television,2327.0,<100DM,<1yr,2.0,female,none,3.0,real-estate,25.0,none,own,1.0,unemployed(resident),1.0,none,yes,risky
owe-money,12.0,all-credit-paid-on-time,new-car,1082.0,<100DM,1-4yr,4.0,male,none,4.0,car,48.0,bank,own,2.0,low-skill-employed,1.0,none,yes,risky
no-account,12.0,existing-credit-paid-on-time,radio-television,886.0,unknown-nosavings,1-4yr,4.0,female,none,2.0,car,21.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,4.0,existing-credit-paid-on-time,furniture,601.0,<100DM,<1yr,1.0,female,none,3.0,real-estate,23.0,none,rent,1.0,unemployed(resident),2.0,none,yes,not-risky
owe-money,24.0,critical-accounts,used-car,2957.0,<100DM,7+yr,4.0,male,none,4.0,insurance,63.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,24.0,critical-accounts,radio-television,2611.0,<100DM,7+yr,4.0,male,co-applicant,3.0,real-estate,46.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,36.0,existing-credit-paid-on-time,furniture,5179.0,<100DM,4-7yr,4.0,male,none,2.0,insurance,29.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
no-account,21.0,day-in-paying-credit,used-car,2993.0,<100DM,1-4yr,3.0,male,none,2.0,real-estate,28.0,stores,own,2.0,unemployed(resident),1.0,none,yes,not-risky
no-account,18.0,existing-credit-paid-on-time,repairs,1943.0,<100DM,<1yr,4.0,female,none,4.0,real-estate,23.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
no-account,24.0,cur-ank-all-credit-paid-on-time,buisness,1559.0,<100DM,4-7yr,4.0,male,none,4.0,car,50.0,bank,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,18.0,existing-credit-paid-on-time,furniture,3422.0,<100DM,7+yr,4.0,male,none,4.0,insurance,47.0,bank,own,3.0,low-skill-employed,2.0,yes,yes,not-risky
0-200DM,21.0,existing-credit-paid-on-time,furniture,3976.0,unknown-nosavings,4-7yr,2.0,male,none,3.0,car,35.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,18.0,existing-credit-paid-on-time,new-car,6761.0,unknown-nosavings,1-4yr,2.0,male,none,4.0,car,68.0,none,rent,2.0,low-skill-employed,1.0,none,yes,risky
no-account,24.0,existing-credit-paid-on-time,new-car,1249.0,<100DM,<1yr,4.0,male,none,2.0,real-estate,28.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,9.0,existing-credit-paid-on-time,radio-television,1364.0,<100DM,4-7yr,3.0,male,none,4.0,real-estate,59.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,12.0,existing-credit-paid-on-time,radio-television,709.0,<100DM,7+yr,4.0,male,none,4.0,real-estate,57.0,stores,own,1.0,unemployed(resident),1.0,none,yes,risky
owe-money,20.0,critical-accounts,new-car,2235.0,<100DM,1-4yr,4.0,male,guarantor,2.0,insurance,33.0,bank,rent,2.0,low-skill-employed,1.0,none,no,risky
no-account,24.0,critical-accounts,used-car,4042.0,unknown-nosavings,4-7yr,3.0,male,none,4.0,insurance,43.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,15.0,critical-accounts,radio-television,1471.0,<100DM,1-4yr,4.0,male,none,4.0,unknown,35.0,none,free,2.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,18.0,cur-ank-all-credit-paid-on-time,new-car,1442.0,<100DM,4-7yr,4.0,male,none,4.0,unknown,32.0,none,free,2.0,unemployed(resident),2.0,none,yes,risky
no-account,36.0,day-in-paying-credit,new-car,10875.0,<100DM,7+yr,2.0,male,none,2.0,car,45.0,none,own,2.0,low-skill-employed,2.0,yes,yes,not-risky
no-account,24.0,existing-credit-paid-on-time,new-car,1474.0,100-500DM,<1yr,4.0,male,none,3.0,real-estate,33.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,10.0,existing-credit-paid-on-time,retraining,894.0,unknown-nosavings,4-7yr,4.0,female,none,3.0,insurance,40.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,15.0,critical-accounts,furniture,3343.0,<100DM,1-4yr,4.0,male,none,2.0,unknown,28.0,none,free,1.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,15.0,existing-credit-paid-on-time,new-car,3959.0,<100DM,1-4yr,3.0,female,none,2.0,insurance,29.0,none,own,1.0,low-skill-employed,1.0,yes,yes,risky
no-account,9.0,existing-credit-paid-on-time,new-car,3577.0,100-500DM,1-4yr,1.0,male,guarantor,2.0,real-estate,26.0,none,rent,1.0,low-skill-employed,2.0,none,no,not-risky
no-account,24.0,critical-accounts,used-car,5804.0,1000+DM,1-4yr,4.0,male,none,2.0,real-estate,27.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,18.0,day-in-paying-credit,buisness,2169.0,<100DM,1-4yr,4.0,male,none,2.0,car,28.0,none,own,1.0,low-skill-employed,1.0,yes,yes,risky
owe-money,24.0,existing-credit-paid-on-time,radio-television,2439.0,<100DM,<1yr,4.0,female,none,4.0,real-estate,35.0,none,own,1.0,low-skill-employed,1.0,yes,yes,risky
no-account,27.0,critical-accounts,furniture,4526.0,1000+DM,<1yr,4.0,male,none,2.0,real-estate,32.0,stores,own,2.0,unemployed(resident),2.0,yes,yes,not-risky
no-account,10.0,existing-credit-paid-on-time,furniture,2210.0,<100DM,1-4yr,2.0,male,none,2.0,real-estate,25.0,bank,rent,1.0,unemployed(resident),1.0,none,yes,risky
no-account,15.0,existing-credit-paid-on-time,furniture,2221.0,500-1000DM,1-4yr,2.0,female,none,4.0,car,20.0,none,rent,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,18.0,existing-credit-paid-on-time,radio-television,2389.0,<100DM,<1yr,4.0,female,none,1.0,car,27.0,stores,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,12.0,critical-accounts,furniture,3331.0,<100DM,7+yr,2.0,male,none,4.0,insurance,42.0,stores,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,36.0,existing-credit-paid-on-time,buisness,7409.0,unknown-nosavings,7+yr,3.0,male,none,2.0,insurance,37.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,12.0,existing-credit-paid-on-time,furniture,652.0,<100DM,7+yr,4.0,female,none,4.0,insurance,24.0,none,rent,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,36.0,day-in-paying-credit,furniture,7678.0,500-1000DM,4-7yr,2.0,female,none,4.0,car,40.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
200+DM,6.0,critical-accounts,new-car,1343.0,<100DM,7+yr,1.0,male,none,4.0,real-estate,46.0,none,own,2.0,low-skill-employed,2.0,none,no,not-risky
owe-money,24.0,critical-accounts,buisness,1382.0,100-500DM,4-7yr,4.0,male,none,1.0,real-estate,26.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,15.0,existing-credit-paid-on-time,domestic-appliance,874.0,unknown-nosavings,<1yr,4.0,female,none,1.0,real-estate,24.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,12.0,existing-credit-paid-on-time,furniture,3590.0,<100DM,1-4yr,2.0,male,co-applicant,2.0,insurance,29.0,none,own,1.0,unemployed(resident),2.0,none,yes,not-risky
0-200DM,11.0,critical-accounts,new-car,1322.0,1000+DM,1-4yr,4.0,female,none,4.0,car,40.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,18.0,cur-ank-all-credit-paid-on-time,radio-television,1940.0,<100DM,<1yr,3.0,male,co-applicant,4.0,unknown,36.0,bank,free,1.0,high-skill-employed,1.0,yes,yes,not-risky
no-account,36.0,existing-credit-paid-on-time,radio-television,3595.0,<100DM,7+yr,4.0,male,none,2.0,car,28.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,9.0,existing-credit-paid-on-time,new-car,1422.0,<100DM,<1yr,3.0,male,none,2.0,unknown,27.0,none,free,1.0,high-skill-employed,1.0,yes,yes,risky
no-account,30.0,critical-accounts,radio-television,6742.0,unknown-nosavings,4-7yr,2.0,male,none,3.0,insurance,36.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,24.0,existing-credit-paid-on-time,used-car,7814.0,<100DM,4-7yr,3.0,male,none,3.0,car,38.0,none,own,1.0,high-skill-employed,1.0,yes,yes,not-risky
no-account,24.0,existing-credit-paid-on-time,used-car,9277.0,unknown-nosavings,1-4yr,2.0,male,none,4.0,unknown,48.0,none,free,1.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,30.0,critical-accounts,new-car,2181.0,unknown-nosavings,7+yr,4.0,male,none,4.0,real-estate,36.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,18.0,critical-accounts,radio-television,1098.0,<100DM,unemployed,4.0,female,none,4.0,car,65.0,none,own,2.0,unemployed(non-resident),1.0,none,yes,not-risky
0-200DM,24.0,existing-credit-paid-on-time,furniture,4057.0,<100DM,4-7yr,3.0,male,none,3.0,car,43.0,none,own,1.0,low-skill-employed,1.0,yes,yes,risky
owe-money,12.0,existing-credit-paid-on-time,education,795.0,<100DM,<1yr,4.0,female,none,4.0,insurance,53.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
0-200DM,24.0,critical-accounts,buisness,2825.0,unknown-nosavings,4-7yr,4.0,male,none,3.0,unknown,34.0,none,own,2.0,low-skill-employed,2.0,yes,yes,not-risky
0-200DM,48.0,existing-credit-paid-on-time,buisness,15672.0,<100DM,1-4yr,2.0,male,none,2.0,car,23.0,none,own,1.0,low-skill-employed,1.0,yes,yes,risky
no-account,36.0,critical-accounts,new-car,6614.0,<100DM,7+yr,4.0,male,none,4.0,car,34.0,none,own,2.0,high-skill-employed,1.0,yes,yes,not-risky
no-account,28.0,cur-ank-all-credit-paid-on-time,used-car,7824.0,unknown-nosavings,<1yr,3.0,male,guarantor,4.0,real-estate,40.0,bank,rent,2.0,low-skill-employed,2.0,yes,yes,not-risky
owe-money,27.0,critical-accounts,buisness,2442.0,<100DM,7+yr,4.0,male,none,4.0,car,43.0,stores,own,4.0,high-skill-employed,2.0,yes,yes,not-risky
no-account,15.0,critical-accounts,radio-television,1829.0,<100DM,7+yr,4.0,male,none,4.0,car,46.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,12.0,critical-accounts,new-car,2171.0,<100DM,1-4yr,4.0,male,none,4.0,insurance,38.0,bank,own,2.0,unemployed(resident),1.0,none,no,not-risky
0-200DM,36.0,critical-accounts,used-car,5800.0,<100DM,1-4yr,3.0,male,none,4.0,car,34.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,18.0,critical-accounts,radio-television,1169.0,unknown-nosavings,1-4yr,4.0,male,none,3.0,insurance,29.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,36.0,day-in-paying-credit,used-car,8947.0,unknown-nosavings,4-7yr,3.0,male,none,2.0,car,31.0,stores,own,1.0,high-skill-employed,2.0,yes,yes,not-risky
owe-money,21.0,existing-credit-paid-on-time,radio-television,2606.0,<100DM,<1yr,4.0,female,none,4.0,insurance,28.0,none,rent,1.0,high-skill-employed,1.0,yes,yes,not-risky
no-account,12.0,critical-accounts,furniture,1592.0,1000+DM,4-7yr,3.0,female,none,2.0,insurance,35.0,none,own,1.0,low-skill-employed,1.0,none,no,not-risky
no-account,15.0,existing-credit-paid-on-time,furniture,2186.0,unknown-nosavings,4-7yr,1.0,female,none,4.0,real-estate,33.0,bank,rent,1.0,unemployed(resident),1.0,none,yes,not-risky
owe-money,18.0,existing-credit-paid-on-time,furniture,4153.0,<100DM,1-4yr,2.0,male,co-applicant,3.0,car,42.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
owe-money,16.0,critical-accounts,new-car,2625.0,<100DM,7+yr,2.0,male,guarantor,4.0,insurance,43.0,bank,rent,1.0,low-skill-employed,1.0,yes,yes,risky
no-account,20.0,critical-accounts,new-car,3485.0,unknown-nosavings,<1yr,2.0,male,none,4.0,real-estate,44.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,36.0,critical-accounts,used-car,10477.0,unknown-nosavings,7+yr,2.0,male,none,4.0,unknown,42.0,none,free,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,15.0,existing-credit-paid-on-time,radio-television,1386.0,unknown-nosavings,1-4yr,4.0,male,none,2.0,real-estate,40.0,none,rent,1.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,24.0,existing-credit-paid-on-time,radio-television,1278.0,<100DM,7+yr,4.0,male,none,1.0,real-estate,36.0,none,own,1.0,high-skill-employed,1.0,yes,yes,not-risky
owe-money,12.0,existing-credit-paid-on-time,radio-television,1107.0,<100DM,1-4yr,2.0,male,none,2.0,real-estate,20.0,none,rent,1.0,high-skill-employed,2.0,yes,yes,not-risky
owe-money,21.0,existing-credit-paid-on-time,new-car,3763.0,unknown-nosavings,4-7yr,2.0,male,co-applicant,2.0,real-estate,24.0,none,own,1.0,unemployed(resident),1.0,none,no,not-risky
0-200DM,36.0,existing-credit-paid-on-time,education,3711.0,unknown-nosavings,1-4yr,2.0,male,none,2.0,car,27.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,15.0,day-in-paying-credit,used-car,3594.0,<100DM,<1yr,1.0,female,none,2.0,insurance,46.0,none,own,2.0,unemployed(resident),1.0,none,yes,not-risky
0-200DM,9.0,existing-credit-paid-on-time,new-car,3195.0,unknown-nosavings,1-4yr,1.0,female,none,2.0,real-estate,33.0,none,own,1.0,unemployed(resident),1.0,none,yes,not-risky
no-account,36.0,day-in-paying-credit,radio-television,4454.0,<100DM,1-4yr,4.0,female,none,4.0,real-estate,34.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,24.0,critical-accounts,furniture,4736.0,<100DM,<1yr,2.0,female,none,4.0,car,25.0,bank,own,1.0,unemployed(resident),1.0,none,yes,risky
0-200DM,30.0,existing-credit-paid-on-time,radio-television,2991.0,unknown-nosavings,7+yr,2.0,female,none,4.0,car,25.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,11.0,existing-credit-paid-on-time,buisness,2142.0,1000+DM,7+yr,1.0,male,none,2.0,real-estate,28.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
